OPOName,OTCName,OTCServiceList,OPOProvider#,Address,City,State,ZIP,OPOTelephone#,OTCCode,Address,City,ZIP,OrganTransplantationCenterServiceTypeDescription,CommonRegionCode,CommonRegionName,CommonStateName,CommonStateAbbreviation,CommonStateFIPSCode,CommonStateCountyFIPSCode,CommonCountyName,CommonCityNamewithStateAbbreviation,CommonCongressionalDistrictName,CommonCongressNumberText,CommonStateFIPSCodeCongressionalDistrictNumber,CommonPostalCode,Longitude,Latitude,DataWarehouseRecordCreateDate,DataWarehouseRecordCreateDateText
LifeQuest Organ Recovery Services,Sacred Heart Hospital Pensacola, Kidney,10P004,"720 SW 2nd Avenue, North Tower, Ste 570",Gainesville,FL,32601,352-733-0350,FLSH,5151 N 9th Ave,Pensacola,32504,Kidney,4,Region 4,Florida,FL,12,12033,"Escambia County, FL","Pensacola, FL",Florida District 01,115,1201,32504,-87.2114984,30.47470085,10/25/2018,10/25/2018
LifeQuest Organ Recovery Services,Mayo Clinic Florida," Heart, Kidney, Liver, Lung, Pancreas",10P004,"720 SW 2nd Avenue, North Tower, Ste 570",Gainesville,FL,32601,352-733-0350,FLSL,4500 San Pablo Rd S,Jacksonville,32224,Kidney,4,Region 4,Florida,FL,12,12031,"Duval County, FL","Jacksonville, FL",Florida District 04,115,1204,32224,-81.43757269,30.26393466,10/25/2018,10/25/2018
LifeQuest Organ Recovery Services,Mayo Clinic Florida," Heart, Kidney, Liver, Lung, Pancreas",10P004,"720 SW 2nd Avenue, North Tower, Ste 570",Gainesville,FL,32601,352-733-0350,FLSL,4500 San Pablo Rd S,Jacksonville,32224,Pancreas,4,Region 4,Florida,FL,12,12031,"Duval County, FL","Jacksonville, FL",Florida District 04,115,1204,32224,-81.43757269,30.26393466,10/25/2018,10/25/2018
LifeQuest Organ Recovery Services,Mayo Clinic Florida," Heart, Kidney, Liver, Lung, Pancreas",10P004,"720 SW 2nd Avenue, North Tower, Ste 570",Gainesville,FL,32601,352-733-0350,FLSL,4500 San Pablo Rd S,Jacksonville,32224,Liver,4,Region 4,Florida,FL,12,12031,"Duval County, FL","Jacksonville, FL",Florida District 04,115,1204,32224,-81.43757269,30.26393466,10/25/2018,10/25/2018
LifeQuest Organ Recovery Services,Mayo Clinic Florida," Heart, Kidney, Liver, Lung, Pancreas",10P004,"720 SW 2nd Avenue, North Tower, Ste 570",Gainesville,FL,32601,352-733-0350,FLSL,4500 San Pablo Rd S,Jacksonville,32224,Heart,4,Region 4,Florida,FL,12,12031,"Duval County, FL","Jacksonville, FL",Florida District 04,115,1204,32224,-81.43757269,30.26393466,10/25/2018,10/25/2018
LifeQuest Organ Recovery Services,Mayo Clinic Florida," Heart, Kidney, Liver, Lung, Pancreas",10P004,"720 SW 2nd Avenue, North Tower, Ste 570",Gainesville,FL,32601,352-733-0350,FLSL,4500 San Pablo Rd S,Jacksonville,32224,Lung,4,Region 4,Florida,FL,12,12031,"Duval County, FL","Jacksonville, FL",Florida District 04,115,1204,32224,-81.43757269,30.26393466,10/25/2018,10/25/2018
LifeLink of Florida,Tampa General Hospital," Heart, Kidney, Liver, Lung, Pancreas",10P001,9961 Delaney Creek Blvd,Tampa,FL,33619,813-253-2640,FLTG,Severn Ave,Tampa,33606,Kidney,4,Region 4,Florida,FL,12,12057,"Hillsborough County, FL","Tampa, FL",Florida District 14,115,1214,33606,-82.44674999,27.90944,10/25/2018,10/25/2018
LifeLink of Florida,Tampa General Hospital," Heart, Kidney, Liver, Lung, Pancreas",10P001,9961 Delaney Creek Blvd,Tampa,FL,33619,813-253-2640,FLTG,Severn Ave,Tampa,33606,Pancreas,4,Region 4,Florida,FL,12,12057,"Hillsborough County, FL","Tampa, FL",Florida District 14,115,1214,33606,-82.44674999,27.90944,10/25/2018,10/25/2018
LifeLink of Florida,Tampa General Hospital," Heart, Kidney, Liver, Lung, Pancreas",10P001,9961 Delaney Creek Blvd,Tampa,FL,33619,813-253-2640,FLTG,Severn Ave,Tampa,33606,Liver,4,Region 4,Florida,FL,12,12057,"Hillsborough County, FL","Tampa, FL",Florida District 14,115,1214,33606,-82.44674999,27.90944,10/25/2018,10/25/2018
LifeLink of Florida,Tampa General Hospital," Heart, Kidney, Liver, Lung, Pancreas",10P001,9961 Delaney Creek Blvd,Tampa,FL,33619,813-253-2640,FLTG,Severn Ave,Tampa,33606,Heart,4,Region 4,Florida,FL,12,12057,"Hillsborough County, FL","Tampa, FL",Florida District 14,115,1214,33606,-82.44674999,27.90944,10/25/2018,10/25/2018
LifeLink of Florida,Tampa General Hospital," Heart, Kidney, Liver, Lung, Pancreas",10P001,9961 Delaney Creek Blvd,Tampa,FL,33619,813-253-2640,FLTG,Severn Ave,Tampa,33606,Lung,4,Region 4,Florida,FL,12,12057,"Hillsborough County, FL","Tampa, FL",Florida District 14,115,1214,33606,-82.44674999,27.90944,10/25/2018,10/25/2018
LifeQuest Organ Recovery Services,UF Health Shands Hospital," Heart, Kidney, Liver, Lung, Pancreas",10P004,"720 SW 2nd Avenue, North Tower, Ste 570",Gainesville,FL,32601,352-733-0350,FLUF,1600 SW Archer Rd,Gainesville,32610,Kidney,4,Region 4,Florida,FL,12,12001,"Alachua County, FL","Gainesville, FL",Florida District 03,115,1203,32610,-82.34339553,29.63926245,10/25/2018,10/25/2018
LifeQuest Organ Recovery Services,UF Health Shands Hospital," Heart, Kidney, Liver, Lung, Pancreas",10P004,"720 SW 2nd Avenue, North Tower, Ste 570",Gainesville,FL,32601,352-733-0350,FLUF,1600 SW Archer Rd,Gainesville,32610,Pancreas,4,Region 4,Florida,FL,12,12001,"Alachua County, FL","Gainesville, FL",Florida District 03,115,1203,32610,-82.34339553,29.63926245,10/25/2018,10/25/2018
LifeQuest Organ Recovery Services,UF Health Shands Hospital," Heart, Kidney, Liver, Lung, Pancreas",10P004,"720 SW 2nd Avenue, North Tower, Ste 570",Gainesville,FL,32601,352-733-0350,FLUF,1600 SW Archer Rd,Gainesville,32610,Liver,4,Region 4,Florida,FL,12,12001,"Alachua County, FL","Gainesville, FL",Florida District 03,115,1203,32610,-82.34339553,29.63926245,10/25/2018,10/25/2018
LifeQuest Organ Recovery Services,UF Health Shands Hospital," Heart, Kidney, Liver, Lung, Pancreas",10P004,"720 SW 2nd Avenue, North Tower, Ste 570",Gainesville,FL,32601,352-733-0350,FLUF,1600 SW Archer Rd,Gainesville,32610,Heart,4,Region 4,Florida,FL,12,12001,"Alachua County, FL","Gainesville, FL",Florida District 03,115,1203,32610,-82.34339553,29.63926245,10/25/2018,10/25/2018
LifeQuest Organ Recovery Services,UF Health Shands Hospital," Heart, Kidney, Liver, Lung, Pancreas",10P004,"720 SW 2nd Avenue, North Tower, Ste 570",Gainesville,FL,32601,352-733-0350,FLUF,1600 SW Archer Rd,Gainesville,32610,Lung,4,Region 4,Florida,FL,12,12001,"Alachua County, FL","Gainesville, FL",Florida District 03,115,1203,32610,-82.34339553,29.63926245,10/25/2018,10/25/2018
LifeLink of Georgia,Children's Healthcare of Atlanta at Egleston," Heart, Kidney, Liver",11P002,2875 Northwoods Pkwy,Peachtree Corners,GA,30071-1535,770-225-5465,GAEH,1405 Clifton Rd NE,Atlanta,30322,Kidney,4,Region 4,Georgia,GA,13,13089,"DeKalb County, GA","Atlanta, GA",Georgia District 05,115,1305,30322,-84.32096841,33.79398299,10/25/2018,10/25/2018
LifeLink of Georgia,Children's Healthcare of Atlanta at Egleston," Heart, Kidney, Liver",11P002,2875 Northwoods Pkwy,Peachtree Corners,GA,30071-1535,770-225-5465,GAEH,1405 Clifton Rd NE,Atlanta,30322,Liver,4,Region 4,Georgia,GA,13,13089,"DeKalb County, GA","Atlanta, GA",Georgia District 05,115,1305,30322,-84.32096841,33.79398299,10/25/2018,10/25/2018
LifeLink of Georgia,Children's Healthcare of Atlanta at Egleston," Heart, Kidney, Liver",11P002,2875 Northwoods Pkwy,Peachtree Corners,GA,30071-1535,770-225-5465,GAEH,1405 Clifton Rd NE,Atlanta,30322,Heart,4,Region 4,Georgia,GA,13,13089,"DeKalb County, GA","Atlanta, GA",Georgia District 05,115,1305,30322,-84.32096841,33.79398299,10/25/2018,10/25/2018
LifeLink of Georgia,Emory University Hospital," Heart, Kidney, Liver, Lung, Pancreas, Pancreas Islet",11P002,2875 Northwoods Pkwy,Peachtree Corners,GA,30071-1535,770-225-5465,GAEM,1364 Clifton Rd NE,Atlanta,30322,Kidney,4,Region 4,Georgia,GA,13,13089,"DeKalb County, GA","Atlanta, GA",Georgia District 05,115,1305,30322,-84.321017,33.79233694,10/25/2018,10/25/2018
LifeLink of Georgia,Emory University Hospital," Heart, Kidney, Liver, Lung, Pancreas, Pancreas Islet",11P002,2875 Northwoods Pkwy,Peachtree Corners,GA,30071-1535,770-225-5465,GAEM,1364 Clifton Rd NE,Atlanta,30322,Pancreas,4,Region 4,Georgia,GA,13,13089,"DeKalb County, GA","Atlanta, GA",Georgia District 05,115,1305,30322,-84.321017,33.79233694,10/25/2018,10/25/2018
LifeLink of Georgia,Emory University Hospital," Heart, Kidney, Liver, Lung, Pancreas, Pancreas Islet",11P002,2875 Northwoods Pkwy,Peachtree Corners,GA,30071-1535,770-225-5465,GAEM,1364 Clifton Rd NE,Atlanta,30322,Pancreas Islet,4,Region 4,Georgia,GA,13,13089,"DeKalb County, GA","Atlanta, GA",Georgia District 05,115,1305,30322,-84.321017,33.79233694,10/25/2018,10/25/2018
LifeLink of Georgia,Emory University Hospital," Heart, Kidney, Liver, Lung, Pancreas, Pancreas Islet",11P002,2875 Northwoods Pkwy,Peachtree Corners,GA,30071-1535,770-225-5465,GAEM,1364 Clifton Rd NE,Atlanta,30322,Liver,4,Region 4,Georgia,GA,13,13089,"DeKalb County, GA","Atlanta, GA",Georgia District 05,115,1305,30322,-84.321017,33.79233694,10/25/2018,10/25/2018
LifeLink of Georgia,Emory University Hospital," Heart, Kidney, Liver, Lung, Pancreas, Pancreas Islet",11P002,2875 Northwoods Pkwy,Peachtree Corners,GA,30071-1535,770-225-5465,GAEM,1364 Clifton Rd NE,Atlanta,30322,Heart,4,Region 4,Georgia,GA,13,13089,"DeKalb County, GA","Atlanta, GA",Georgia District 05,115,1305,30322,-84.321017,33.79233694,10/25/2018,10/25/2018
LifeLink of Georgia,Emory University Hospital," Heart, Kidney, Liver, Lung, Pancreas, Pancreas Islet",11P002,2875 Northwoods Pkwy,Peachtree Corners,GA,30071-1535,770-225-5465,GAEM,1364 Clifton Rd NE,Atlanta,30322,Lung,4,Region 4,Georgia,GA,13,13089,"DeKalb County, GA","Atlanta, GA",Georgia District 05,115,1305,30322,-84.321017,33.79233694,10/25/2018,10/25/2018
LifeLink of Georgia,"AU Medical Center, Inc."," Kidney, Pancreas",11P002,2875 Northwoods Pkwy,Peachtree Corners,GA,30071-1535,770-225-5465,GAMC,1120 15th St,Augusta,30912,Kidney,4,Region 4,Georgia,GA,13,13245,"Richmond County, GA","Augusta, GA",Georgia District 12,115,1312,30912,-81.99140452,33.47103145,10/25/2018,10/25/2018
LifeLink of Georgia,"AU Medical Center, Inc."," Kidney, Pancreas",11P002,2875 Northwoods Pkwy,Peachtree Corners,GA,30071-1535,770-225-5465,GAMC,1120 15th St,Augusta,30912,Pancreas,4,Region 4,Georgia,GA,13,13245,"Richmond County, GA","Augusta, GA",Georgia District 12,115,1312,30912,-81.99140452,33.47103145,10/25/2018,10/25/2018
LifeLink of Georgia,Piedmont Hospital," Heart, Kidney, Liver, Pancreas",11P002,2875 Northwoods Pkwy,Peachtree Corners,GA,30071-1535,770-225-5465,GAPH,1968 Peachtree Rd NW,Atlanta,30309,Kidney,4,Region 4,Georgia,GA,13,13121,"Fulton County, GA","Atlanta, GA",Georgia District 05,115,1305,30309,-84.39365405,33.80817035,10/25/2018,10/25/2018
LifeLink of Georgia,Piedmont Hospital," Heart, Kidney, Liver, Pancreas",11P002,2875 Northwoods Pkwy,Peachtree Corners,GA,30071-1535,770-225-5465,GAPH,1968 Peachtree Rd NW,Atlanta,30309,Pancreas,4,Region 4,Georgia,GA,13,13121,"Fulton County, GA","Atlanta, GA",Georgia District 05,115,1305,30309,-84.39365405,33.80817035,10/25/2018,10/25/2018
LifeLink of Georgia,Piedmont Hospital," Heart, Kidney, Liver, Pancreas",11P002,2875 Northwoods Pkwy,Peachtree Corners,GA,30071-1535,770-225-5465,GAPH,1968 Peachtree Rd NW,Atlanta,30309,Liver,4,Region 4,Georgia,GA,13,13121,"Fulton County, GA","Atlanta, GA",Georgia District 05,115,1305,30309,-84.39365405,33.80817035,10/25/2018,10/25/2018
LifeLink of Georgia,Piedmont Hospital," Heart, Kidney, Liver, Pancreas",11P002,2875 Northwoods Pkwy,Peachtree Corners,GA,30071-1535,770-225-5465,GAPH,1968 Peachtree Rd NW,Atlanta,30309,Heart,4,Region 4,Georgia,GA,13,13121,"Fulton County, GA","Atlanta, GA",Georgia District 05,115,1305,30309,-84.39365405,33.80817035,10/25/2018,10/25/2018
Legacy of Life Hawaii,The Queen's Medical Center," Kidney, Liver, Pancreas",12P001,405 N Kuakini St Ste 810,Honolulu,HI,96817-6302,808-599-7630,HIQM,1301 Punchbowl St,Honolulu,96813,Kidney,9,Region 9,Hawaii,HI,15,15003,"Honolulu County, HI","Honolulu, HI",Hawaii District 01,115,1501,96813,-157.8552152,21.30753677,10/25/2018,10/25/2018
Legacy of Life Hawaii,The Queen's Medical Center," Kidney, Liver, Pancreas",12P001,405 N Kuakini St Ste 810,Honolulu,HI,96817-6302,808-599-7630,HIQM,1301 Punchbowl St,Honolulu,96813,Pancreas,9,Region 9,Hawaii,HI,15,15003,"Honolulu County, HI","Honolulu, HI",Hawaii District 01,115,1501,96813,-157.8552152,21.30753677,10/25/2018,10/25/2018
Legacy of Life Hawaii,The Queen's Medical Center," Kidney, Liver, Pancreas",12P001,405 N Kuakini St Ste 810,Honolulu,HI,96817-6302,808-599-7630,HIQM,1301 Punchbowl St,Honolulu,96813,Liver,9,Region 9,Hawaii,HI,15,15003,"Honolulu County, HI","Honolulu, HI",Hawaii District 01,115,1501,96813,-157.8552152,21.30753677,10/25/2018,10/25/2018
Iowa Donor Network,Iowa Methodist Medical Center, Kidney,16P001,550 N Madison Ave,North Liberty,IA,52317-8401,319-665-3787,IAIM,1200 Pleasant St,Des Moines,50309,Kidney,7,Region 7,Iowa,IA,19,19153,"Polk County, IA","Des Moines, IA",Iowa District 03,115,1903,50309,-93.63305999,41.59064518,10/25/2018,10/25/2018
Iowa Donor Network,University of Iowa Hospitals and Clinics Transplant Programs," Heart, Kidney, Liver, Lung, Pancreas",16P001,550 N Madison Ave,North Liberty,IA,52317-8401,319-665-3787,IAIV,200 Hawkins Dr,Iowa City,52242,Kidney,7,Region 7,Iowa,IA,19,19103,"Johnson County, IA","Iowa City, IA",Iowa District 02,115,1902,52242,-91.55246622,41.66150129,10/25/2018,10/25/2018
Iowa Donor Network,University of Iowa Hospitals and Clinics Transplant Programs," Heart, Kidney, Liver, Lung, Pancreas",16P001,550 N Madison Ave,North Liberty,IA,52317-8401,319-665-3787,IAIV,200 Hawkins Dr,Iowa City,52242,Pancreas,7,Region 7,Iowa,IA,19,19103,"Johnson County, IA","Iowa City, IA",Iowa District 02,115,1902,52242,-91.55246622,41.66150129,10/25/2018,10/25/2018
Iowa Donor Network,University of Iowa Hospitals and Clinics Transplant Programs," Heart, Kidney, Liver, Lung, Pancreas",16P001,550 N Madison Ave,North Liberty,IA,52317-8401,319-665-3787,IAIV,200 Hawkins Dr,Iowa City,52242,Liver,7,Region 7,Iowa,IA,19,19103,"Johnson County, IA","Iowa City, IA",Iowa District 02,115,1902,52242,-91.55246622,41.66150129,10/25/2018,10/25/2018
Iowa Donor Network,University of Iowa Hospitals and Clinics Transplant Programs," Heart, Kidney, Liver, Lung, Pancreas",16P001,550 N Madison Ave,North Liberty,IA,52317-8401,319-665-3787,IAIV,200 Hawkins Dr,Iowa City,52242,Heart,7,Region 7,Iowa,IA,19,19103,"Johnson County, IA","Iowa City, IA",Iowa District 02,115,1902,52242,-91.55246622,41.66150129,10/25/2018,10/25/2018
Iowa Donor Network,University of Iowa Hospitals and Clinics Transplant Programs," Heart, Kidney, Liver, Lung, Pancreas",16P001,550 N Madison Ave,North Liberty,IA,52317-8401,319-665-3787,IAIV,200 Hawkins Dr,Iowa City,52242,Lung,7,Region 7,Iowa,IA,19,19103,"Johnson County, IA","Iowa City, IA",Iowa District 02,115,1902,52242,-91.55246622,41.66150129,10/25/2018,10/25/2018
Iowa Donor Network,Mercy Medical Center-Des Moines," Kidney, Pancreas",16P001,550 N Madison Ave,North Liberty,IA,52317-8401,319-665-3787,IAMH,1111 6th Ave,Des Moines,50314,Kidney,7,Region 7,Iowa,IA,19,19153,"Polk County, IA","Des Moines, IA",Iowa District 03,115,1903,50314,-93.6256239,41.59812817,10/25/2018,10/25/2018
Iowa Donor Network,Mercy Medical Center-Des Moines," Kidney, Pancreas",16P001,550 N Madison Ave,North Liberty,IA,52317-8401,319-665-3787,IAMH,1111 6th Ave,Des Moines,50314,Pancreas,7,Region 7,Iowa,IA,19,19153,"Polk County, IA","Des Moines, IA",Iowa District 03,115,1903,50314,-93.6256239,41.59812817,10/25/2018,10/25/2018
Iowa Donor Network,The Iowa City VA Health Care System, Kidney,16P001,550 N Madison Ave,North Liberty,IA,52317-8401,319-665-3787,IAVA,601 Highway 6 W,Iowa City,52246,Kidney,7,Region 7,Iowa,IA,19,19103,"Johnson County, IA","Iowa City, IA",Iowa District 02,115,1902,52246,-91.54835379,41.66463858,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Advocate Christ Medical Center," Heart, Kidney, Lung",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILCH,4440 W 95th St,Oak Lawn,60453,Kidney,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Oak Lawn, IL",Illinois District 03,115,1703,60453,-87.73244266,41.72032763,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Advocate Christ Medical Center," Heart, Kidney, Lung",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILCH,4440 W 95th St,Oak Lawn,60453,Heart,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Oak Lawn, IL",Illinois District 03,115,1703,60453,-87.73244266,41.72032763,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Advocate Christ Medical Center," Heart, Kidney, Lung",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILCH,4440 W 95th St,Oak Lawn,60453,Lung,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Oak Lawn, IL",Illinois District 03,115,1703,60453,-87.73244266,41.72032763,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Ann & Robert H. Lurie Children's Hospital of Chicago," Heart, Intestine, Kidney, Liver, Pancreas",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILCM,225 E Chicago Ave,Chicago,60611,Kidney,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60611,-87.62169149,41.89675749,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Ann & Robert H. Lurie Children's Hospital of Chicago," Heart, Intestine, Kidney, Liver, Pancreas",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILCM,225 E Chicago Ave,Chicago,60611,Pancreas,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60611,-87.62169149,41.89675749,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Ann & Robert H. Lurie Children's Hospital of Chicago," Heart, Intestine, Kidney, Liver, Pancreas",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILCM,225 E Chicago Ave,Chicago,60611,Liver,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60611,-87.62169149,41.89675749,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Ann & Robert H. Lurie Children's Hospital of Chicago," Heart, Intestine, Kidney, Liver, Pancreas",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILCM,225 E Chicago Ave,Chicago,60611,Intestine,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60611,-87.62169149,41.89675749,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Ann & Robert H. Lurie Children's Hospital of Chicago," Heart, Intestine, Kidney, Liver, Pancreas",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILCM,225 E Chicago Ave,Chicago,60611,Heart,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60611,-87.62169149,41.89675749,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Loyola University Medical Center," Heart, Kidney, Liver, Lung, Pancreas",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILLU,2160 S 1st Ave,Maywood,60153,Kidney,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Maywood, IL",Illinois District 07,115,1707,60153,-87.83340436,41.86165868,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Loyola University Medical Center," Heart, Kidney, Liver, Lung, Pancreas",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILLU,2160 S 1st Ave,Maywood,60153,Pancreas,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Maywood, IL",Illinois District 07,115,1707,60153,-87.83340436,41.86165868,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Loyola University Medical Center," Heart, Kidney, Liver, Lung, Pancreas",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILLU,2160 S 1st Ave,Maywood,60153,Liver,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Maywood, IL",Illinois District 07,115,1707,60153,-87.83340436,41.86165868,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Loyola University Medical Center," Heart, Kidney, Liver, Lung, Pancreas",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILLU,2160 S 1st Ave,Maywood,60153,Heart,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Maywood, IL",Illinois District 07,115,1707,60153,-87.83340436,41.86165868,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Loyola University Medical Center," Heart, Kidney, Liver, Lung, Pancreas",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILLU,2160 S 1st Ave,Maywood,60153,Lung,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Maywood, IL",Illinois District 07,115,1707,60153,-87.83340436,41.86165868,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Memorial Medical Center," Kidney, Vascularized Composite Allograft (VCA)",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILMM,701 N 1st St,Springfield,62781,Kidney,5,Region 5,Illinois,IL,17,17167,"Sangamon County, IL","Springfield, IL",Illinois District 13,115,1713,62781,-89.6546772,39.80967125,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Memorial Medical Center," Kidney, Vascularized Composite Allograft (VCA)",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILMM,701 N 1st St,Springfield,62781,Vascularized Composite Allograft (VCA),5,Region 5,Illinois,IL,17,17167,"Sangamon County, IL","Springfield, IL",Illinois District 13,115,1713,62781,-89.6546772,39.80967125,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Northwestern Memorial Hospital," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILNM,251 E Huron St,Chicago,60611,Kidney,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60611,-87.6203685,41.89492322,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Northwestern Memorial Hospital," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILNM,251 E Huron St,Chicago,60611,Pancreas,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60611,-87.6203685,41.89492322,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Northwestern Memorial Hospital," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILNM,251 E Huron St,Chicago,60611,Pancreas Islet,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60611,-87.6203685,41.89492322,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Northwestern Memorial Hospital," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILNM,251 E Huron St,Chicago,60611,Liver,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60611,-87.6203685,41.89492322,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Northwestern Memorial Hospital," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILNM,251 E Huron St,Chicago,60611,Intestine,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60611,-87.6203685,41.89492322,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Northwestern Memorial Hospital," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILNM,251 E Huron St,Chicago,60611,Heart,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60611,-87.6203685,41.89492322,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Northwestern Memorial Hospital," Heart, Intestine, Kidney, Liver, Lung, Pancreas, Pancreas Islet",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILNM,251 E Huron St,Chicago,60611,Lung,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60611,-87.6203685,41.89492322,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Rush University Medical Center," Kidney, Liver, Pancreas",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILPL,1653 W Congress Pkwy,Chicago,60612,Kidney,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60612,-87.66798687,41.87506564,10/25/2018,10/25/2018
Gift of Hope Organ & Tissue Donor Network,Rush University Medical Center," Kidney, Liver, Pancreas",14P001,425 Spring Lake Dr,Itasca,IL,60143-2076,630-758-2600,ILPL,1653 W Congress Pkwy,Chicago,60612,Pancreas,5,Region 5,Illinois,IL,17,17031,"Cook County, IL","Chicago, IL",Illinois District 07,115,1707,60612,-87.66798687,41.87506564,10/25/2018,10/25/2018
